POS,Player,Wkts,Mat,Inns,Ov,Runs,BBI,Avg,Econ,SR,4w,5w,Season
1,Sohail Tanvir RR,22,11,11,41,266,6/14,12.09,6.46,11.22,1,1,2008
2,Shane Warne RR,19,15,15,52,404,4/21,21.26,7.76,16.42,0,0,2008
3,Shanthakumaran Sreesanth PBKS,19,15,15,51,442,3/29,23.26,8.63,16.15,0,0,2008
4,Piyush Chawla PBKS,17,15,15,47,389,4/17,22.88,8.3,16.52,0,0,2008
5,Albie Morkel CSK,17,13,13,48,399,4/1,23.47,8.31,16.94,1,0,2008
6,Shane Watson RR,17,15,15,54,383,4/29,22.52,7.07,19.11,0,0,2008
7,Manpreet Gony CSK,17,16,16,60,443,3/31,26.05,7.38,21.17,0,0,2008
8,Yo Mahesh DC,16,11,11,42,370,4/1,23.12,8.77,15.81,1,0,2008
9,Irfan Pathan PBKS,15,14,14,53,350,3/24,23.33,6.6,21.2,0,0,2008
10,RP Singh DEC,15,14,14,51,442,4/22,29.46,8.61,20.53,0,0,2008
11,MF Maharoof DC,15,10,10,36,249,3/1,16.6,6.91,14.4,0,0,2008
12,Munaf Patel RR,14,15,15,55,420,5/21,30,7.63,23.57,0,0,2008
13,Zaheer Khan RCB,13,11,11,42,357,4/17,27.46,8.5,19.38,0,0,2008
14,Siddharth Trivedi RR,13,15,15,48,399,4/25,30.69,8.31,22.15,0,0,2008
15,Ashish Nehra MI,12,14,14,45,348,4/10,29,7.76,22.41,0,0,2008
16,Glenn McGrath DC,12,14,14,54,357,4/29,29.75,6.61,27,1,0,2008
17,Umar Gul KKR,12,6,6,22,184,4/23,15.33,8.17,11.25,1,0,2008
18,Lakshmipathy Balaji CSK,11,9,9,33,286,5/24,26,8.66,18,0,1,2008
19,Shaun Pollock MI,11,13,13,46,301,3/12,27.36,6.54,25.09,0,0,2008
20,Amit Mishra DC,11,6,6,20,142,5/17,12.9,7.15,10.81,0,1,2008
21,Dwayne Bravo MI,11,9,9,28,232,4/22,21.09,8.14,15.54,0,0,2008
22,Muttiah Muralitharan CSK,11,15,15,58,404,3/11,36.72,6.96,31.63,0,0,2008
23,Dhawal Kulkarni MI,11,10,10,29,236,4/14,21.45,8,16.09,0,0,2008
24,Vikram Singh PBKS,11,13,13,48,420,3/29,38.18,8.75,26.18,0,0,2008
25,Pragyan Ojha DEC,11,13,12,37,284,3/11,25.81,7.67,20.18,0,0,2008
26,Praveen Kumar RCB,11,13,13,44,366,3/18,33.27,8.19,24.36,0,0,2008
27,Dilhara Fernando MI,10,5,5,20,160,4/18,16,8,12,1,0,2008
28,Dale Steyn RCB,10,10,10,38,252,3/11,25.2,6.63,22.8,0,0,2008
29,Shahid Afridi DEC,9,10,10,30,225,3/28,25,7.5,20,0,0,2008
30,Ajit Agarkar KKR,8,9,9,26,207,3/25,25.87,7.96,19.5,0,0,2008
31,Mohammad Asif DC,8,8,8,32,296,2/19,37,9.25,24,0,0,2008
32,Joginder Sharma CSK,8,8,7,24,239,2/27,29.87,9.68,18.5,0,0,2008
33,Ashok Dinda KKR,8,13,12,38,258,4/18,32.25,6.78,28.5,0,0,2008
34,Yusuf Pathan RR,8,16,13,28,230,3/20,28.75,8.16,21.12,0,0,2008
35,Ishant Sharma KKR,8,13,13,43,331,5/12,41.37,7.66,32.37,0,0,2008
36,James Hopes PBKS,7,11,11,28,276,2/2,39.42,9.85,24,0,0,2008
37,Palani Amarnath CSK,7,6,6,22,236,2/1,33.71,10.72,18.85,0,0,2008
38,Anil Kumble RCB,7,10,10,38,304,5/5,43.42,7.93,32.85,0,0,2008
39,Makhaya Ntini CSK,7,9,9,35,242,4/21,34.57,6.91,30,1,0,2008
40,Laxmi Ratan Shukla KKR,6,13,9,12,124,3/25,20.66,10.33,12,0,0,2008
41,Rajat Bhatia DC,6,9,9,22,183,4/15,30.5,8.31,22,0,0,2008
42,Sourav Ganguly KKR,6,13,7,20,128,2/21,21.33,6.4,20,0,0,2008
43,Rohan Raje MI,5,6,6,16,137,2/16,27.4,8.38,19.6,0,0,2008
44,Harbhajan Singh MI,5,3,3,10,82,5/18,16.4,8.2,12,0,0,2008
45,Dwayne Smith MI,5,4,4,11,83,4/8,16.6,7.54,13.2,0,0,2008
46,Shoaib Akhtar KKR,5,3,3,7,54,4/11,10.8,7.71,8.4,1,0,2008
47,Chaminda Vaas DEC,5,5,5,17,145,3/21,29,8.52,20.4,0,0,2008
48,Vinay Kumar RCB,5,8,8,23,182,4/1,36.4,7.91,27.6,0,0,2008
49,Pradeep Sangwan DC,5,7,7,24,215,3/18,43,8.95,28.8,0,0,2008
50,Brett Lee PBKS,4,4,4,16,112,3/15,28,7,24,0,0,2008
51,Sanath Jayasuriya MI,4,14,8,21,159,3/14,39.75,7.57,31.5,0,0,2008
52,Sanjay Bangar DEC,4,11,9,25,219,2/1,54.75,8.76,37.5,0,0,2008
53,Jacques Kallis RCB,4,11,11,34,311,3/13,77.75,9.05,51.5,0,0,2008
54,Paidikalva Vijaykumar DEC,4,9,9,25,199,1/17,49.75,7.85,38,0,0,2008
55,Scott Styris DEC,3,8,8,27,199,3/1,66.33,7.37,54,0,0,2008
56,Virender Sehwag DC,3,14,7,11,133,2/18,44.33,12.09,22,0,0,2008
57,Yuvraj Singh PBKS,3,15,6,9,83,4/29,27.66,9.22,18,0,0,2008
58,Murali Kartik KKR,3,6,5,14,127,3/17,42.33,8.65,29.33,0,0,2008
59,Ramesh Powar PBKS,3,5,5,12,91,2/11,30.33,7.58,24,0,0,2008
60,Jacob Oram CSK,3,4,4,16,149,3/1,49.66,9.31,32,0,0,2008
61,Gajendra Singh RR,3,4,4,14,141,1/1,47,10.07,28,0,0,2008
62,Dominic Thornely MI,3,6,4,7,40,2/7,13.33,5.71,14,0,0,2008
63,David Hussey KKR,2,13,5,13,130,2/2,65,10,39,0,0,2008
64,Daniel Vettori DC,2,2,2,8,54,3/15,27,6.75,24,0,0,2008
65,Venugopal Rao DEC,2,11,7,14,137,2/23,68.5,9.78,42,0,0,2008
66,Dimitri Mascarenhas RR,2,1,1,4,29,5/25,14.5,7.25,12,0,0,2008
67,Virat Kohli RCB,2,13,4,7,61,2/25,30.5,7.95,23,0,0,2008
68,Doddapaneni Kalyankrishna DEC,2,3,3,8,87,1/30,43.5,10.87,24,0,0,2008
69,Siddharth Chitnis MI,2,3,2,6,60,2/1,30,10,18,0,0,2008
70,Shoaib Malik DC,2,7,5,8,85,1/6,42.5,10,25.5,0,0,2008
71,Balachandra Akhil RCB,2,7,6,17,134,2/17,67,7.73,52,0,0,2008
72,Musavir Khote MI,2,4,2,5,51,2/1,25.5,10.2,15,0,0,2008
73,Nuwan Zoysa DEC,2,3,3,11,99,1/30,49.5,9,33,0,0,2008
74,Ashley Noffke RCB,1,1,1,4,40,1/1,40,10,24,0,0,2008
75,Wilkin Mota PBKS,1,4,2,3,36,1/24,36,12,18,0,0,2008
76,Brett Geeves DC,1,2,2,8,91,1/1,91,11.37,48,0,0,2008
77,Andre Nel MI,1,1,1,3,31,1/31,31,10.33,18,0,0,2008
78,Rohit Sharma DEC,1,13,1,4,25,4/6,25,6.25,24,0,0,2008
79,Ajantha Mendis KKR,1,1,1,4,24,2/19,24,6,24,0,0,2008
80,Vidyut Sivaramakrishnan CSK,1,9,1,2,22,1/22,22,11,12,0,0,2008
81,Suresh Raina CSK,1,16,2,3,30,2/1,30,9,20,0,0,2008
82,Sunil Joshi RCB,1,4,4,9,82,1/27,82,8.94,55,0,0,2008
83,Dinesh Salunkhe RR,1,6,5,8,78,1/21,78,9.95,47,0,0,2008
84,Dwaraka Ravi Teja DEC,1,7,1,2,19,1/19,19,9.5,12,0,0,2008
85,Mohammad Hafeez KKR,1,8,2,5,24,1/8,24,4.8,30,0,0,2008
86,Abhishek Nayar MI,1,14,5,7,68,3/13,68,9.71,42,0,0,2008
87,PM Sarvesh Kumar DEC,1,2,2,5,42,1/18,42,8.4,30,0,0,2008
,,,,,,,,,,,,,2009
1,RP Singh DEC,23,16,16,59,417,4/22,18.13,6.98,15.56,1,0,2009
2,Anil Kumble RCB,21,16,16,59,347,5/5,16.52,5.86,16.9,1,1,2009
3,Pragyan Ojha DEC,18,15,15,53,348,3/11,19.33,6.5,17.83,0,0,2009
4,Lasith Malinga MI,18,13,13,49,312,5/13,17.33,6.3,16.5,0,0,2009
5,Irfan Pathan PBKS,17,14,14,50,390,3/24,22.94,7.74,17.76,0,0,2009
6,Munaf Patel RR,16,11,11,35,241,5/21,15.06,6.91,13.06,0,0,2009
7,Shane Warne RR,14,13,13,50,365,4/21,26.07,7.3,21.42,0,0,2009
8,Muttiah Muralitharan CSK,14,13,13,50,261,3/11,18.64,5.22,21.42,0,0,2009
9,Amit Mishra DC,14,11,11,42,294,5/17,21,6.97,18.07,0,0,2009
10,Yusuf Abdulla PBKS,14,9,9,28,241,4/1,17.21,8.6,12,2,0,2009
11,Lakshmipathy Balaji CSK,13,13,13,37,316,5/24,24.3,8.46,17.23,1,0,2009
12,Praveen Kumar RCB,13,13,13,49,394,3/18,30.3,7.93,22.92,0,0,2009
13,Shadab Jakati CSK,13,9,8,29,217,4/22,16.69,7.48,13.38,2,0,2009
14,Albie Morkel CSK,13,12,12,40,324,4/1,24.92,8.1,18.46,0,0,2009
15,Harbhajan Singh MI,12,13,13,44,256,5/18,21.33,5.81,22,1,0,2009
16,Piyush Chawla PBKS,12,14,14,45,308,4/17,25.66,6.86,22.41,0,0,2009
17,Rohit Sharma DEC,11,16,12,23,161,4/6,14.63,7,12.54,1,0,2009
18,Ishant Sharma KKR,11,11,11,43,297,5/12,27,6.9,23.45,0,0,2009
19,Dwayne Bravo MI,11,11,11,33,259,4/22,23.54,7.8,18.09,0,0,2009
20,Roelof van der Merwe RCB,9,10,10,34,248,3/20,27.55,7.29,22.66,0,0,2009
21,Vinay Kumar RCB,9,11,11,32,271,4/1,30.11,8.38,21.55,0,0,2009
22,Amit Singh RR,9,5,5,17,95,4/19,10.55,5.42,11.66,1,0,2009
23,Suresh Raina CSK,7,14,10,27,164,2/1,23.42,5.92,23.71,0,0,2009
24,Sanath Jayasuriya MI,7,12,9,19,163,3/14,23.28,8.57,16.28,0,0,2009
25,Brad Hodge KKR,7,12,9,20,161,4/13,23,8.05,17.14,0,0,2009
26,Yusuf Pathan RR,7,13,11,35,243,3/20,34.71,6.94,30,0,0,2009
27,Andrew Symonds DEC,7,8,8,24,160,3/21,22.85,6.66,20.57,0,0,2009
28,Ravindra Jadeja RR,6,13,10,23,151,5/16,25.16,6.47,23.33,0,0,2009
29,Ryan Harris DEC,6,8,8,31,230,4/1,38.33,7.41,31,0,0,2009
30,Zaheer Khan MI,6,6,6,21,142,4/17,23.66,6.76,21,0,0,2009
31,Shanthakumaran Sreesanth PBKS,6,7,7,23,192,3/29,32,8.34,23,0,0,2009
32,Kamran Khan RR,6,5,5,17,124,3/18,20.66,7.01,17.66,0,0,2009
33,Ajit Agarkar KKR,6,11,11,31,284,3/25,47.33,9.16,31,0,0,2009
34,Yuvraj Singh PBKS,6,14,9,20,142,4/29,23.66,7.1,20,0,0,2009
35,Jacques Kallis RCB,6,15,14,46,353,3/13,58.83,7.67,46,0,0,2009
36,Siddharth Trivedi RR,6,7,7,20,152,4/25,25.33,7.6,20,0,0,2009
37,Dimitri Mascarenhas RR,6,5,5,19,132,5/25,22,6.82,19.33,0,0,2009
38,Manpreet Gony CSK,5,7,7,17,172,3/31,34.4,10.11,20.4,0,0,2009
39,Ramesh Powar PBKS,5,9,8,21,132,2/11,26.4,6.28,25.2,0,0,2009
40,Dhawal Kulkarni MI,5,8,8,26,206,4/14,41.2,7.92,31.2,0,0,2009
41,Brett Lee PBKS,5,5,5,20,111,3/15,22.2,5.55,24,0,0,2009
42,Tirumalasetti Suman DEC,5,12,5,15,108,2/14,21.6,7.2,18,0,0,2009
43,Scott Styris DEC,5,2,2,8,64,3/1,12.8,8,9.6,0,0,2009
44,Jacob Oram CSK,5,11,7,15,133,3/1,26.6,8.58,18.6,0,0,2009
45,Sudeep Tyagi CSK,5,8,8,19,136,2/18,27.2,7.15,22.8,0,0,2009
46,Shoaib Ahmed DEC,5,7,7,17,152,2/20,30.4,8.94,20.4,0,0,2009
47,Dillon du Preez RCB,4,2,2,7,56,3/1,14,8,10.5,0,0,2009
48,Balachandra Akhil RCB,4,6,5,11,80,2/17,20,7.27,16.5,0,0,2009
49,Ashok Dinda KKR,4,9,8,24,193,4/18,48.25,8.04,36,0,0,2009
50,Chaminda Vaas DEC,4,2,2,8,71,3/21,17.75,8.87,12,0,0,2009
51,Venugopal Rao DEC,4,16,6,15,122,2/23,30.5,8.13,22.5,0,0,2009
52,Murali Kartik KKR,4,10,10,34,201,3/17,50.25,5.91,51,0,0,2009
53,Abhishek Nayar MI,4,13,4,12,84,3/13,21,7,18,0,0,2009
54,Kevin Pietersen RCB,4,6,4,13,85,2/1,21.25,6.53,19.5,0,0,2009
55,JP Duminy MI,4,13,6,17,93,4/17,23.25,5.31,26.25,0,0,2009
56,Wilkin Mota PBKS,3,8,5,9,61,1/24,20.33,6.77,18,0,0,2009
57,Shane Harwood RR,3,3,3,10,73,2/25,24.33,7.3,20,0,0,2009
58,Thilan Thushara CSK,3,2,2,8,60,2/16,20,7.5,16,0,0,2009
59,Laxmi Ratan Shukla KKR,3,9,5,14,100,3/25,33.33,7.14,28,0,0,2009
60,Ajantha Mendis KKR,3,4,4,16,117,2/19,39,7.31,32,0,0,2009
61,Charl Langeveldt KKR,3,1,1,4,15,3/15,5,3.75,8,0,0,2009
62,Johan Botha RR,3,3,3,12,74,3/6,24.66,6.16,24,0,0,2009
63,Jesse Ryder RCB,3,5,5,17,115,2/14,38.33,6.76,34,0,0,2009
64,Harmeet Singh Bansal DEC,3,7,7,23,192,3/24,64,8.4,45.66,0,0,2009
65,Ravichandran Ashwin CSK,2,2,1,4,13,4/1,6.5,3.25,12,0,0,2009
66,Andrew Flintoff CSK,2,3,3,11,105,1/11,52.5,9.54,33,0,0,2009
67,Anureet Singh KKR,2,3,2,5,47,3/23,23.5,9.4,15,0,0,2009
68,Chetanya Nanda MI,2,3,3,8,57,1/4,28.5,7.12,24,0,0,2009
69,Vikramjeet Malik PBKS,2,5,5,12,98,2/14,49,8.16,36,0,0,2009
70,Dale Steyn RCB,2,3,3,9,62,3/11,31,6.88,27,0,0,2009
71,Sourav Ganguly KKR,2,13,6,12,97,2/21,48.5,8.08,36,0,0,2009
72,Joginder Sharma CSK,2,4,4,7,57,2/27,28.5,8.14,21,0,0,2009
73,KP Appanna RCB,2,5,5,12,87,4/19,43.5,7.25,36,0,0,2009
74,Moises Henriques KKR,2,4,4,12,107,3/12,53.5,8.79,36.5,0,0,2009
75,Pankaj Singh RCB,2,3,3,7,65,2/18,32.5,9.28,21,0,0,2009
76,Dwayne Smith DEC,1,8,8,14,124,4/8,124,8.85,84,0,0,2009
77,Tyron Henderson RR,1,2,2,6,40,1/30,40,6.66,36,0,0,2009
78,Graham Napier MI,1,1,1,4,27,1/27,27,6.75,24,0,0,2009
79,Vikram Singh PBKS,1,5,4,9,82,3/29,82,9.11,54,0,0,2009
80,Chris Gayle KKR,1,7,7,19,144,3/21,144,7.64,113,0,0,2009
81,Rohan Raje MI,1,4,4,7,72,2/16,72,10.53,41,0,0,2009
,,,,,,,,,,,,,2010
1,Pragyan Ojha DEC,21,16,16,59,429,3/11,20.42,7.29,16.8,0,0,2010
2,Harbhajan Singh MI,17,15,14,53,377,5/18,22.17,7.04,18.88,0,0,2010
3,Anil Kumble RCB,17,16,16,63,407,5/5,23.94,6.42,22.35,1,0,2010
4,Amit Mishra DC,17,14,14,53,363,5/17,21.35,6.84,18.7,0,0,2010
5,Vinay Kumar RCB,16,14,14,46,396,4/1,24.75,8.57,17.31,1,0,2010
6,Zaheer Khan MI,15,14,14,48,376,4/17,25.06,7.77,19.33,0,0,2010
7,Dale Steyn RCB,15,15,15,59,406,3/11,27.06,6.88,23.6,0,0,2010
8,Irfan Pathan PBKS,15,14,14,46,426,3/24,28.4,9.19,18.53,0,0,2010
9,Kieron Pollard MI,15,14,12,37,274,4/1,18.26,7.4,14.8,0,0,2010
10,Lasith Malinga MI,15,13,13,49,344,5/13,22.93,7.02,19.6,1,0,2010
11,Muttiah Muralitharan CSK,15,12,12,48,329,3/11,21.93,6.85,19.2,0,0,2010
12,Ryan Harris DEC,14,8,8,30,233,4/1,16.64,7.59,13.14,0,0,2010
13,Ravichandran Ashwin CSK,13,12,12,48,293,4/1,22.53,6.1,22.15,0,0,2010
14,RP Singh DEC,13,12,12,42,370,4/22,28.46,8.8,19.38,0,0,2010
15,Jacques Kallis RCB,13,16,16,57,476,3/13,36.61,8.35,26.3,0,0,2010
16,Shadab Jakati CSK,13,11,11,38,291,4/22,22.38,7.65,17.53,0,0,2010
17,Piyush Chawla PBKS,12,14,14,49,367,4/17,30.58,7.48,24.5,0,0,2010
18,Doug Bollinger CSK,12,8,8,31,207,4/13,17.25,6.67,15.5,1,0,2010
19,Andrew Symonds DEC,12,16,16,53,372,3/21,31,7.01,26.5,0,0,2010
20,Siddharth Trivedi RR,11,11,10,35,260,4/25,23.63,7.32,19.36,0,0,2010
21,Shane Warne RR,11,14,14,50,381,4/21,34.63,7.62,27.27,1,0,2010
22,Albie Morkel CSK,11,14,14,47,405,4/1,36.81,8.49,26,0,0,2010
23,Shaun Tait RR,10,8,8,31,264,3/13,26.4,8.47,18.7,0,0,2010
24,Praveen Kumar RCB,10,12,12,45,380,3/18,38,8.44,27,0,0,2010
25,Murali Kartik KKR,9,10,10,39,253,3/17,28.11,6.48,26,0,0,2010
26,Pradeep Sangwan DC,9,8,8,31,258,3/18,28.66,8.32,20.66,0,0,2010
27,Ashok Dinda KKR,9,7,7,23,152,4/18,16.88,6.56,15.44,0,0,2010
28,Shane Bond KKR,9,8,8,31,224,2/24,24.88,7.22,20.66,0,0,2010
29,Chaminda Vaas DEC,9,6,6,22,139,3/21,15.44,6.31,14.66,0,0,2010
30,Harmeet Singh Bansal DEC,8,8,8,24,174,3/24,21.75,7.25,18,0,0,2010
31,MF Maharoof DC,8,7,7,24,206,3/1,25.75,8.58,18,0,0,2010
32,Angelo Mathews KKR,8,14,12,37,314,4/19,39.25,8.37,28.12,1,0,2010
33,Dilhara Fernando MI,7,5,5,19,138,4/18,19.71,7.26,16.28,0,0,2010
34,Ishant Sharma KKR,7,7,7,25,236,5/12,33.71,9.44,21.42,0,0,2010
35,Lakshmipathy Balaji CSK,7,7,7,23,207,5/24,29.57,8.87,20,0,0,2010
36,Dirk Nannes DC,7,9,9,34,224,3/27,32,6.52,29.42,0,0,2010
37,Juan Theron PBKS,6,7,7,24,187,2/17,31.16,7.79,24,0,0,2010
38,Shane Watson RR,6,6,6,22,184,4/29,30.66,8.36,22,0,0,2010
39,Umesh Yadav DC,6,7,7,24,184,4/24,30.66,7.66,24,0,0,2010
40,Jaskaran Singh DEC,6,6,6,14,139,2/18,23.16,9.92,14,0,0,2010
41,Ashish Nehra DC,6,4,4,14,96,4/10,16,6.85,14,0,0,2010
42,Shalabh Srivastava PBKS,6,8,8,27,255,2/20,42.5,9.44,27,0,0,2010
43,Suresh Raina CSK,6,16,12,24,178,2/1,29.66,7.46,23.83,0,0,2010
44,Rahul Sharma DEC,5,6,6,20,167,3/13,33.4,8.08,24.8,0,0,2010
45,Ravi Bopara PBKS,5,10,5,13,127,3/31,25.4,9.76,15.6,0,0,2010
46,Thilan Thushara CSK,5,4,4,14,101,2/16,20.2,6.96,17.4,0,0,2010
47,Aditya Dole RR,5,3,3,11,112,2/1,22.4,10.18,13.2,0,0,2010
48,Yusuf Pathan RR,5,14,11,34,246,3/20,49.2,7.23,40.8,0,0,2010
49,Paul Collingwood DC,5,8,6,15,101,2/19,20.2,6.8,17.8,0,0,2010
50,Yuvraj Singh PBKS,5,14,10,23,152,4/29,30.4,6.6,27.6,0,0,2010
51,Sumit Narwal RR,5,5,5,15,185,3/1,37,11.8,18.8,0,0,2010
52,Andrew McDonald DC,5,4,4,14,138,2/25,27.6,9.85,16.8,0,0,2010
53,Charl Langeveldt KKR,5,3,3,11,88,3/15,17.6,8,13.2,0,0,2010
54,Ajit Agarkar KKR,4,7,7,22,203,3/25,50.75,9.22,33,0,0,2010
55,Chris Gayle KKR,4,9,6,16,152,3/21,38,9.5,24,0,0,2010
56,Dimitri Mascarenhas RR,4,2,2,8,65,5/25,16.25,8.12,12,0,0,2010
57,Dwayne Bravo MI,4,10,10,26,228,4/22,57,8.71,39.25,0,0,2010
58,Sarabjit Ladda DC,4,5,5,15,143,2/1,35.75,9.53,22.5,0,0,2010
59,Ryan McLaren MI,4,10,10,34,270,2/28,67.5,7.94,51,0,0,2010
60,Jaydev Unadkat KKR,4,3,3,10,85,5/25,21.25,8.22,15.5,0,0,2010
61,Munaf Patel RR,3,4,4,13,118,5/21,39.33,9.07,26,0,0,2010
62,Virender Sehwag DC,3,14,3,5,23,2/18,7.66,4.05,11.33,0,0,2010
63,Ali Murtaza MI,3,3,3,12,91,3/15,30.33,7.58,24,0,0,2010
64,Tillakaratne Dilshan DC,3,6,4,8,70,1/30,23.33,8.57,16.33,0,0,2010
65,Bipul Sharma PBKS,3,5,4,10,94,2/13,31.33,9.4,20,0,0,2010
66,Shanthakumaran Sreesanth PBKS,3,6,6,19,191,3/29,63.66,10.05,38,0,0,2010
67,JM Kemp CSK,3,5,5,7,54,3/12,18,7.36,14.66,0,0,2010
68,Ramesh Powar PBKS,3,7,7,23,160,2/11,53.33,6.95,46,0,0,2010
69,Rajat Bhatia DC,3,5,5,16,132,4/15,44,8.25,32,0,0,2010
70,Love Ablish PBKS,3,2,2,4,36,2/17,12,9,8,0,0,2010
71,Laxmi Ratan Shukla KKR,3,4,4,12,106,3/25,35.33,8.83,24,0,0,2010
72,Kamran Khan RR,3,3,3,6,53,3/18,17.66,8.83,12,0,0,2010
73,Kevin Pietersen RCB,3,7,6,10,77,2/1,25.66,7.7,20,0,0,2010
74,Roelof van der Merwe RCB,2,1,1,4,27,3/20,13.5,6.75,12,0,0,2010
75,Ajantha Mendis KKR,2,2,2,8,66,2/19,33,8.25,24,0,0,2010
76,Mitchell Marsh DEC,2,3,3,10,88,4/25,44,8.8,30,0,0,2010
77,Amit Uniyal RR,2,2,2,6,66,2/1,33,11,18,0,0,2010
78,Pankaj Singh RCB,2,2,2,8,81,2/18,40.5,10.12,24,0,0,2010
79,Brad Hodge KKR,2,4,4,5,41,4/13,20.5,8.2,15,0,0,2010
80,Joginder Sharma CSK,2,3,3,8,89,2/27,44.5,11.12,24,0,0,2010
81,Rajagopal Sathish MI,2,12,4,8,81,1/11,40.5,10.12,24,0,0,2010
82,Sanath Jayasuriya MI,2,4,4,9,68,3/14,34,7.55,27,0,0,2010
83,Rohit Sharma DEC,2,16,9,19,153,4/6,76.5,8.05,57,0,0,2010
84,Daniel Vettori DC,2,3,3,11,97,3/15,48.5,8.31,35,0,0,2010
85,Iqbal Abdulla KKR,1,3,3,8,61,3/24,61,7.17,51,0,0,2010
86,Abhimanyu Mithun RCB,1,1,1,3,39,2/1,39,13,18,0,0,2010
87,Moises Henriques DC,1,1,1,4,35,3/12,35,8.75,24,0,0,2010
88,Yusuf Abdulla PBKS,1,2,2,7,66,4/1,66,9.65,41,0,0,2010
89,Yo Mahesh DC,1,1,1,3,23,4/1,23,7.66,18,0,0,2010
90,Manpreet Gony CSK,1,3,3,8,92,3/31,92,11.5,48,0,0,2010
91,Vikramjeet Malik PBKS,1,3,3,7,62,2/14,62,8.65,43,0,0,2010
92,Nayan Doshi RCB,1,1,1,4,17,1/15,17,4.25,24,0,0,2010
93,Dwayne Smith DEC,1,3,2,4,36,4/8,36,9.39,23,0,0,2010
94,Sudeep Tyagi CSK,1,6,6,16,159,2/18,159,10.04,95,0,0,2010
95,JP Duminy MI,1,7,2,5,37,4/17,37,6.72,33,0,0,2010
96,KP Appanna RCB,1,2,2,7,51,4/19,51,7.28,42,0,0,2010
97,Dhawal Kulkarni MI,1,1,1,4,40,4/14,40,10,24,0,0,2010
,,,,,,,,,,,,,2011
1,Lasith Malinga MI,28,16,16,63,375,5/13,13.39,5.95,13.5,0,1,2011
2,Munaf Patel MI,22,15,15,54,358,5/21,16.27,6.58,14.81,0,1,2011
3,Sreenath Aravind RCB,21,13,13,46,368,4/14,17.52,8,13.14,1,0,2011
4,Ravichandran Ashwin CSK,20,16,16,63,388,4/1,19.4,6.15,18.9,0,0,2011
5,Amit Mishra DEC,19,14,14,53,358,5/17,18.84,6.71,16.84,1,0,2011
6,Doug Bollinger CSK,17,13,13,47,329,4/13,19.35,7,16.58,0,0,2011
7,Iqbal Abdulla KKR,16,15,15,50,305,3/24,19.06,6.1,18.75,0,0,2011
8,Ryan Harris PBKS,16,13,13,47,382,4/1,23.87,8.12,17.62,0,0,2011
9,Rahul Sharma PWI,16,14,14,50,273,3/13,17.06,5.46,18.75,0,0,2011
10,Piyush Chawla PBKS,16,12,12,41,336,4/17,21,8.12,15.5,1,0,2011
11,Albie Morkel CSK,15,15,14,45,382,4/1,25.46,8.48,18,0,0,2011
12,Dale Steyn DEC,14,12,12,45,299,3/11,21.35,6.57,19.5,0,0,2011
13,Harbhajan Singh MI,14,15,15,53,370,5/18,26.42,6.98,22.71,0,1,2011
14,Zaheer Khan RCB,14,15,15,59,455,4/17,32.5,7.71,25.28,0,0,2011
15,RP Singh KTK,13,14,14,50,345,4/22,26.53,6.9,23.07,1,0,2011
16,Shane Warne RR,13,13,12,47,297,4/21,22.84,6.31,21.69,0,0,2011
17,Yusuf Pathan KKR,13,15,14,39,238,3/20,18.3,6.1,18,0,0,2011
18,Morne Morkel DC,13,11,11,43,325,4/20,25,7.55,19.84,0,0,2011
19,Daniel Vettori RCB,12,13,13,51,311,3/15,25.91,6.01,25.83,0,0,2011
20,Vinay Kumar KTK,12,13,13,44,335,4/1,27.91,7.5,22.33,0,0,2011
21,Dan Christian DEC,11,14,14,45,350,2/10,31.81,7.66,24.9,0,0,2011
22,Alfonso Thomas PWI,11,11,11,38,297,3/22,27,7.71,21,0,0,2011
23,Ishant Sharma DEC,11,12,12,44,314,5/12,28.54,7.13,24,0,1,2011
24,Shakib Al Hasan KKR,11,7,7,25,175,3/17,15.9,6.86,13.9,0,0,2011
25,Irfan Pathan DC,11,14,13,46,344,3/24,31.27,7.5,25,0,0,2011
26,Shadab Jakati CSK,10,15,14,44,336,4/22,33.6,7.6,26.5,0,0,2011
27,Kieron Pollard MI,10,16,16,42,361,4/1,36.1,8.49,25.5,0,0,2011
28,Lakshmipathy Balaji KKR,10,14,14,44,371,5/24,37.1,8.36,26.6,0,0,2011
29,Pragyan Ojha DEC,10,10,10,37,267,3/11,26.7,7.24,22.1,0,0,2011
30,Praveen Kumar PBKS,10,13,13,46,345,3/18,34.5,7.5,27.6,0,0,2011
31,Siddharth Trivedi RR,10,12,12,35,303,4/25,30.3,8.49,21.4,0,0,2011
32,Amit Singh RR,9,9,9,28,215,4/19,23.88,7.54,19,0,0,2011
33,Bhargav Bhatt PBKS,9,10,8,28,229,4/22,25.44,8.22,18.55,1,0,2011
34,Wayne Parnell PWI,9,8,8,29,213,3/27,23.66,7.26,19.55,0,0,2011
35,Yuvraj Singh PWI,9,14,13,29,192,4/29,21.33,6.62,19.33,1,0,2011
36,Chris Gayle RCB,8,12,12,36,244,3/21,30.5,6.77,27,0,0,2011
37,Shalabh Srivastava PBKS,8,6,6,20,186,2/20,23.25,9.3,15,0,0,2011
38,Ravindra Jadeja KTK,8,14,14,42,305,5/16,38.12,7.26,31.5,0,0,2011
39,Rajat Bhatia KKR,8,14,12,32,210,4/15,26.25,6.56,24,0,0,2011
