Pos,Player,Team,Matches,Innings,Not Outs,Runs,HS,Avg,BF,SR,100s,50s,4s,6s,Season
111,Bharat ChipliDC,SRH,16,1,1,0,16,16,18,88.88,0,0,1,1,2013
112,Dwaraka Ravi TejaSRH,RR,14,2,2,1,10,14,17,82.35,0,0,0,0,2013
113,Kushal Janith PereraRR,DC,14,2,2,0,14,7,13,107.69,0,0,3,0,2013
114,Shahbaz NadeemDC,CSK,14,12,6,1,6,2.8,27,51.85,0,0,1,0,2013
115,Chris MorrisCSK,PWI,14,16,6,4,7*,7,16,87.5,0,0,0,0,2013
116,Mithun ManhasPWI,DC,13,3,2,2,11*,0,17,76.47,0,0,1,0,2013
117,Ajit AgarkarDC,DC,12,4,2,1,9*,12,16,75,0,0,0,0,2013
118,Andre RussellDC,PWI,11,3,2,0,7,5.5,14,78.57,0,0,0,0,2013
119,Rahul SharmaPWI,SRH,11,11,6,2,10*,2.75,17,64.7,0,0,1,0,2013
120,Thalaivan SargunamSRH,RCB,10,1,1,0,10,10,17,58.82,0,0,0,0,2013
121,Syed MohammadRCB,KKR,10,4,2,0,9,5,13,76.92,0,0,1,0,2013
122,Sachithra SenanayakeKKR,MI,10,8,4,3,7*,10,17,58.82,0,0,0,0,2013
123,Nathan Coulter-NileMI,RCB,9,1,1,0,9,9,6,150,0,0,0,1,2013
124,Karun NairRCB,DC,9,2,2,0,9,4.5,12,75,0,0,0,0,2013
125,Naman OjhaDC,PWI,9,2,2,1,9,9,10,90,0,0,1,0,2013
126,Ashok DindaPWI,KKR,9,13,5,3,6*,4.5,11,81.81,0,0,1,0,2013
127,Lakshmipathy BalajiKKR,MI,9,13,3,2,9*,9,10,90,0,0,1,0,2013
128,Lasith MalingaMI,PWI,9,17,6,2,7,2.25,18,50,0,0,1,0,2013
129,Marlon SamuelsPWI,KKR,8,2,2,0,5,4,18,44.44,0,0,1,0,2013
130,Iqbal AbdullaKKR,PWI,8,5,2,2,6*,0,14,57.14,0,0,0,0,2013
131,Udit BirlaPWI,DC,7,2,1,0,7,7,14,50,0,0,1,0,2013
132,Siddarth KaulDC,KKR,7,6,2,2,7*,0,9,77.77,0,0,0,0,2013
133,Brendon McCullumKKR,PBKS,6,1,1,0,6,6,7,85.71,0,0,1,0,2013
134,Paul ValthatyPBKS,RCB,6,1,1,0,6,6,17,35.29,0,0,0,0,2013
135,Dan ChristianRCB,SRH,6,2,2,0,4,3,15,40,0,0,0,0,2013
136,Quinton de KockSRH,PBKS,6,3,3,0,4,2,15,40,0,0,1,0,2013
137,Dimitri MascarenhasPBKS,KKR,5,1,1,1,5*,0,5,100,0,0,0,0,2013
138,Paras DograKKR,PWI,5,1,1,0,5,5,8,62.5,0,0,0,0,2013
139,Mahesh RawatPWI,PWI,5,2,2,1,5,5,11,45.45,0,0,0,0,2013
140,Parveez RasoolPWI,PWI,5,2,2,1,4*,5,9,55.55,0,0,0,0,2013
141,Ali MurtazaPWI,KKR,5,3,1,0,5,5,4,125,0,0,1,0,2013
142,Mohammad ShamiKKR,PWI,5,3,1,0,5,5,10,50,0,0,0,0,2013
143,Wayne ParnellPWI,CSK,5,4,1,0,5,5,7,71.42,0,0,0,0,2013
144,Ben LaughlinCSK,KKR,4,2,2,1,4*,4,9,44.44,0,0,0,0,2013
145,Pradeep SangwanKKR,PWI,4,2,1,1,4*,0,2,200,0,0,1,0,2013
146,Raiphi GomezPWI,RR,4,2,1,1,4*,0,1,400,0,0,1,0,2013
147,Ajit ChandilaRR,KKR,4,8,1,1,4*,0,6,66.66,0,0,0,0,2013
148,Ryan McLarenKKR,PBKS,3,2,2,0,2,1.5,6,50,0,0,0,0,2013
149,Harmeet Singh BansalPBKS,RR,3,3,1,0,3,3,4,75,0,0,0,0,2013
150,Pravin TambeRR,KKR,3,3,1,1,3*,0,6,50,0,0,0,0,2013
151,Laxmi Ratan ShuklaKKR,RR,3,4,2,0,2,1.5,12,25,0,0,0,0,2013
152,Sachin BabyRR,RR,3,4,1,0,3,3,7,42.85,0,0,0,0,2013
153,Siddharth TrivediRR,RCB,3,17,2,1,3,3,7,42.85,0,0,0,0,2013
154,Abhimanyu MithunRCB,PWI,2,1,1,0,2,2,2,100,0,0,0,0,2013
155,Ajantha MendisPWI,PBKS,2,3,1,0,2,2,4,50,0,0,0,0,2013
156,Ryan HarrisPBKS,RCB,2,3,2,1,2*,2,5,40,0,0,0,0,2013
157,Murali KartikRCB,MI,2,11,2,1,2*,2,3,66.66,0,0,0,0,2013
158,Pragyan OjhaMI,,2,16,3,2,1*,2,4,50,0,0,0,0,2013
1,Robin UthappaKKR,CSK,660,16,16,1,83*,44,479,137.78,0,5,74,18,2014
2,Dwayne SmithCSK,PBKS,566,16,16,0,79,35.37,416,136.05,0,5,50,34,2014
3,Glenn MaxwellPBKS,SRH,552,16,16,0,95,34.5,294,187.75,0,4,48,36,2014
4,David WarnerSRH,CSK,528,14,14,3,90,48,375,140.8,0,6,39,24,2014
5,Suresh RainaCSK,PBKS,523,16,16,3,87,40.23,358,146.08,0,5,51,19,2014
6,Virender SehwagPBKS,PBKS,455,17,17,0,122,26.76,315,144.44,1,1,56,18,2014
7,David MillerPBKS,DC,446,16,16,6,66,44.6,299,149.16,0,3,34,21,2014
8,JP DuminyDC,CSK,410,14,14,6,67*,51.25,305,134.42,0,2,22,20,2014
9,Brendon McCullumCSK,KKR,405,14,14,1,71*,31.15,333,121.62,0,3,32,19,2014
10,Manish PandeyKKR,RCB,401,16,16,3,94,30.84,340,117.94,0,2,35,10,2014
11,AB de VilliersRCB,MI,395,14,13,2,89*,35.9,249,158.63,0,3,26,24,2014
12,Lendl SimmonsMI,MI,394,8,8,1,100*,56.28,291,135.39,1,3,43,14,2014
13,Rohit SharmaMI,SRH,390,15,15,2,59*,30,302,129.13,0,3,31,16,2014
14,Shikhar DhawanSRH,RCB,377,14,14,1,64*,29,319,118.18,0,2,49,7,2014
15,Yuvraj SinghRCB,CSK,376,14,14,3,83,34.18,278,135.25,0,3,22,28,2014
16,MS DhoniCSK,PBKS,371,16,15,10,57*,74.2,250,148.4,0,1,22,20,2014
17,Wriddhiman SahaPBKS,MI,362,17,13,2,115*,32.9,249,145.38,1,2,33,18,2014
18,Ambati RayuduMI,RCB,361,15,14,0,68,25.78,287,125.78,0,2,31,8,2014
19,Virat KohliRCB,RR,359,14,14,1,73,27.61,294,122.1,0,2,23,16,2014
20,Ajinkya RahaneRR,RR,339,13,12,0,72,28.25,291,116.49,0,3,38,3,2014
21,Sanju SamsonRR,KKR,339,13,13,0,74,26.07,273,124.17,0,2,25,17,2014
22,Gautam GambhirKKR,RR,335,16,16,1,69,22.33,293,114.33,0,3,36,4,2014
23,Karun NairRR,DC,330,11,11,1,73*,33,232,142.24,0,3,38,9,2014
24,Dinesh KarthikDC,PBKS,325,14,14,0,69,23.21,258,125.96,0,3,28,11,2014
25,Manan VohraPBKS,SRH,324,8,8,0,67,40.5,233,139.05,0,1,27,16,2014
26,Aaron FinchSRH,CSK,309,13,13,2,88*,28.09,263,117.49,0,2,31,9,2014
27,Faf du PlessisCSK,DC,303,15,12,1,54*,27.54,235,128.93,0,2,26,7,2014
28,Kevin PietersenDC,MI,294,11,11,1,58,29.4,233,126.18,0,1,34,7,2014
29,Kieron PollardMI,KKR,273,15,15,7,78,34.12,203,134.48,0,1,15,15,2014
30,Yusuf PathanKKR,MI,268,15,12,3,72,29.77,165,162.42,0,1,15,20,2014
31,Corey AndersonMI,PBKS,265,12,11,2,95*,29.44,181,146.4,0,1,21,15,2014
32,George BaileyPBKS,RR,257,17,16,7,40*,28.55,190,135.26,0,0,19,10,2014
33,Shane WatsonRR,SRH,240,13,13,1,51,20,196,122.44,0,2,19,14,2014
34,Naman OjhaSRH,KKR,232,11,10,4,79*,38.66,161,144.09,0,1,14,17,2014
35,Shakib Al HasanKKR,MI,227,13,11,4,60,32.42,152,149.34,0,1,22,7,2014
36,Michael HusseyMI,DC,209,9,9,0,56,23.22,182,114.83,0,2,17,7,2014
37,Murali VijayDC,RCB,207,11,11,0,52,18.81,192,107.81,0,1,20,5,2014
38,Parthiv PatelRCB,RCB,205,12,12,2,57*,20.5,185,110.81,0,1,30,1,2014
39,Chris GayleRCB,RR,196,9,9,0,46,21.77,184,106.52,0,0,18,12,2014
40,James FaulknerRR,SRH,181,13,12,8,41*,45.25,94,192.55,0,0,8,16,2014
41,KL RahulSRH,KKR,166,11,8,0,46,20.75,164,101.21,0,0,12,3,2014
42,Suryakumar YadavKKR,DC,164,16,10,5,34,32.8,117,140.17,0,0,16,5,2014
43,Quinton de KockDC,DC,153,7,7,0,48,21.85,130,117.69,0,0,19,4,2014
44,Manoj TiwaryDC,KKR,152,8,8,3,61*,30.4,118,128.81,0,1,14,4,2014
45,Jacques KallisKKR,DC,151,8,7,1,72,25.16,129,117.05,0,1,13,4,2014
46,Kedar JadhavDC,RR,149,10,10,5,37,29.8,101,147.52,0,0,13,7,2014
47,Steve SmithRR,CSK,147,10,7,3,48*,36.75,110,133.63,0,0,13,4,2014
48,Ravindra JadejaCSK,MI,146,16,10,5,36*,29.2,110,132.72,0,0,9,5,2014
49,Aditya TareMI,PBKS,126,15,12,4,24,15.75,98,128.57,0,0,16,3,2014
50,Cheteshwar PujaraPBKS,RR,125,6,6,1,40*,25,124,100.8,0,0,17,0,2014
51,Stuart BinnyRR,MI,123,13,12,2,48*,12.3,121,101.65,0,0,4,5,2014
52,Chidhambaram GautamMI,CSK,121,9,9,2,33,17.28,111,109,0,0,13,5,2014
53,David HusseyCSK,DC,116,5,4,2,50*,58,94,123.4,0,1,8,6,2014
54,Mayank AgarwalDC,SRH,115,8,8,0,31,14.37,91,126.37,0,0,12,3,2014
55,Darren SammySRH,RCB,108,10,9,2,29,15.42,91,118.68,0,0,4,8,2014
56,Yogesh TakawaleRCB,RR,104,5,5,0,45,20.8,91,114.28,0,0,17,1,2014
57,Brad HodgeRR,RCB,101,4,4,1,40,33.66,72,140.27,0,0,4,6,2014
58,Mitchell StarcRCB,PBKS,85,14,9,3,29,14.16,84,101.19,0,0,9,0,2014
59,Rishi DhawanPBKS,RCB,82,13,6,4,23*,41,75,109.33,0,0,8,1,2014
60,Sachin RanaRCB,SRH,73,9,7,4,19*,24.33,65,112.3,0,0,7,1,2014
61,Venugopal RaoSRH,PBKS,71,7,5,2,27,23.66,63,112.69,0,0,8,0,2014
62,Shaun MarshPBKS,RR,70,2,2,0,40,35,52,134.61,0,0,7,3,2014
63,Rajat BhatiaRR,PBKS,67,12,7,2,23,13.4,53,126.41,0,0,4,3,2014
64,Axar PatelPBKS,DC,62,17,8,2,42*,10.33,60,103.33,0,0,6,1,2014
65,Ross TaylorDC,KKR,59,4,4,1,43*,19.66,59,100,0,0,6,0,2014
66,Chris LynnKKR,PBKS,58,2,2,0,45,29,49,118.36,0,0,5,3,2014
67,Mitchell JohnsonPBKS,SRH,56,14,8,5,16*,18.66,50,112,0,0,4,3,2014
68,Irfan PathanSRH,KKR,55,10,6,4,23*,27.5,54,101.85,0,0,5,0,2014
69,Ryan ten DoeschateKKR,RCB,52,10,7,3,25*,13,33,157.57,0,0,3,4,2014
70,Albie MorkelRCB,CSK,45,7,5,2,16,15,41,109.75,0,0,1,3,2014
71,Ravichandran AshwinCSK,RR,45,16,6,3,14,15,45,100,0,0,4,0,2014
72,Abhishek NayarRR,DC,43,5,4,1,23,14.33,47,91.48,0,0,5,1,2014
73,Jimmy NeeshamDC,SRH,42,4,3,0,22,14,46,91.3,0,0,3,1,2014
74,Karn SharmaSRH,MI,42,14,8,4,17*,10.5,29,144.82,0,0,1,3,2014
75,Ben DunkMI,RCB,40,3,3,0,20,13.33,35,114.28,0,0,7,0,2014
76,Rilee RossouwRCB,RR,39,3,3,0,24,13,41,95.12,0,0,2,2,2014
77,Kevon CooperRR,RR,39,5,5,2,32,13,26,150,0,0,2,3,2014
78,Dhawal KulkarniRR,RCB,35,8,2,2,28*,0,25,140,0,0,1,2,2014
79,Varun AaronRCB,CSK,35,10,3,3,17*,0,34,102.94,0,0,2,1,2014
80,Mithun ManhasCSK,RR,35,12,5,3,13*,17.5,23,152.17,0,0,3,1,2014
81,Ankit SharmaRR,DC,34,3,2,0,30,17,30,113.33,0,0,4,1,2014
82,Laxmi Ratan ShuklaDC,KKR,31,5,3,0,21,10.33,38,81.57,0,0,2,1,2014
83,Piyush ChawlaKKR,RCB,31,11,5,2,17*,10.33,19,163.15,0,0,4,1,2014
84,Vijay ZolRCB,MI,29,3,2,0,16,14.5,26,111.53,0,0,3,1,2014
85,Harbhajan SinghMI,PBKS,28,14,7,2,10*,5.6,25,112,0,0,2,2,2014
86,Mandeep SinghPBKS,SRH,24,3,3,0,21,8,26,92.3,0,0,2,0,2014
87,Dale SteynSRH,DC,22,14,4,1,12,7.33,26,84.61,0,0,1,0,2014
88,Rahul ShuklaDC,SRH,18,3,3,2,14,18,21,85.71,0,0,2,0,2014
89,Jason HolderSRH,RCB,16,1,1,0,16,16,12,133.33,0,0,2,1,2014
90,Nic MaddinsonRCB,RR,16,2,2,0,12,8,14,114.28,0,0,3,0,2014
91,Rahul TewatiaRR,RCB,16,3,1,0,16,16,13,123.07,0,0,0,1,2014
92,Ravi RampaulRCB,RCB,13,2,1,0,13,13,13,100,0,0,0,1,2014
93,Harshal PatelRCB,MI,13,3,3,1,6,6.5,7,185.71,0,0,1,1,2014
94,Shreyas GopalMI,KKR,11,4,1,0,11,11,10,110,0,0,1,0,2014
95,Sunil NarineKKR,SRH,10,16,5,3,6,5,14,71.42,0,0,0,0,2014
96,Moises HenriquesSRH,RR,9,4,2,0,9,4.5,14,64.28,0,0,1,0,2014
97,Ben CuttingRR,CSK,8,1,1,0,8,8,6,133.33,0,0,0,1,2014
98,Dwayne BravoCSK,DC,8,1,1,1,8*,0,3,266.66,0,0,0,1,2014
99,Imran TahirDC,MI,8,6,2,0,4,4,10,80,0,0,2,0,2014
100,Zaheer KhanMI,DC,8,6,4,3,7*,8,7,114.28,0,0,0,1,2014
101,Shahbaz NadeemDC,PBKS,7,11,3,1,3*,3.5,19,36.84,0,0,0,0,2014
102,Shivam SharmaPBKS,RR,5,4,2,1,4,5,3,166.66,0,0,1,0,2014
103,Pravin TambeRR,RR,5,13,2,0,3,2.5,9,55.55,0,0,0,0,2014
104,Dishant YagnikRR,RR,4,1,1,1,4*,0,6,66.66,0,0,0,0,2014
105,Tim SoutheeRR,RCB,4,3,1,0,4,4,4,100,0,0,1,0,2014
106,Abu NechimRCB,RCB,4,4,1,1,4*,0,1,400,0,0,1,0,2014
107,Ashok DindaRCB,KKR,4,9,3,2,2*,4,12,33.33,0,0,0,0,2014
108,Vinay KumarKKR,SRH,4,9,4,2,4,2,6,66.66,0,0,0,0,2014
109,Amit MishraSRH,KKR,4,10,2,1,4*,4,7,57.14,0,0,0,0,2014
110,Morne MorkelKKR,KKR,4,12,2,2,4*,0,3,133.33,0,0,0,0,2014
111,Manvinder BislaKKR,SRH,3,1,1,0,3,3,9,33.33,0,0,0,0,2014
112,Srikkanth AnirudhaSRH,DC,3,1,1,0,3,3,5,60,0,0,0,0,2014
113,Mohammad ShamiDC,RR,3,12,4,2,1*,1.5,7,42.85,0,0,0,0,2014
114,Unmukt ChandRR,KKR,2,1,1,0,2,2,9,22.22,0,0,0,0,2014
115,Andre RussellKKR,DC,2,2,2,0,1,1,8,25,0,0,0,0,2014
116,Siddarth KaulDC,DC,2,5,1,1,2*,0,2,100,0,0,0,0,2014
117,Wayne ParnellDC,MI,2,8,2,1,2,2,2,100,0,0,0,0,2014
118,Lasith MalingaMI,PBKS,2,10,1,0,2,2,4,50,0,0,0,0,2014
119,Sandeep SharmaPBKS,KKR,2,11,1,1,2*,0,5,40,0,0,0,0,2014
120,Umesh YadavKKR,MI,2,12,1,0,2,2,4,50,0,0,0,0,2014
121,Marchant de LangeMI,RR,1,1,1,0,1,1,2,50,0,0,0,0,2014
122,Vikramjeet MalikRR,MI,1,1,1,1,1*,0,2,50,0,0,0,0,2014
123,Praveen KumarMI,PBKS,1,3,1,0,1,1,2,50,0,0,0,0,2014
124,Karanveer SinghPBKS,RR,1,5,1,1,1*,0,1,100,0,0,0,0,2014
125,Kane RichardsonRR,DC,1,7,1,0,1,1,2,50,0,0,0,0,2014
126,Jaydev UnadkatDC,PBKS,1,9,2,1,1*,1,6,16.66,0,0,0,0,2014
127,Lakshmipathy BalajiPBKS,MI,1,9,2,1,1*,1,3,33.33,0,0,0,0,2014
128,Jasprit BumrahMI,SRH,1,11,2,2,1*,0,3,33.33,0,0,0,0,2014
129,Bhuvneshwar KumarSRH,RCB,1,14,2,1,1,1,4,25,0,0,0,0,2014
130,Yuzvendra ChahalRCB,CSK,1,14,2,2,1*,0,1,100,0,0,0,0,2014
131,Mohit SharmaCSK,PBKS,1,16,1,1,1*,0,3,33.33,0,0,0,0,2014
132,Beuran HendricksPBKS,,0,3,1,0,0*,0,1,0,0,0,0,0,2014
1,David WarnerSRH,MI,562,14,14,1,91,43.23,359,156.54,0,7,65,21,2015
2,Lendl SimmonsMI,RR,540,13,13,1,71,45,441,122.44,0,6,56,21,2015
3,Ajinkya RahaneRR,RCB,540,14,13,2,91*,49.09,413,130.75,0,4,53,13,2015
4,AB de VilliersRCB,RCB,513,16,14,3,133*,46.63,293,175.08,1,2,60,22,2015
5,Virat KohliRCB,RCB,505,16,16,5,82*,45.9,386,130.82,0,3,35,23,2015
6,Chris GayleRCB,MI,491,14,14,2,117,40.91,333,147.44,1,2,39,38,2015
7,Rohit SharmaMI,DC,482,16,16,2,98*,34.42,333,144.74,0,3,41,21,2015
8,Shreyas IyerDC,CSK,439,14,14,1,83,33.76,342,128.36,0,4,41,21,2015
9,Brendon McCullumCSK,MI,436,14,14,1,100*,33.53,280,155.71,1,2,51,23,2015
10,Kieron PollardMI,DC,419,16,14,3,70,38.09,256,163.67,0,2,28,28,2015
11,JP DuminyDC,CSK,414,14,13,3,78*,41.4,315,131.42,0,4,27,20,2015
12,Dwayne SmithCSK,CSK,399,16,16,0,62,24.93,335,119.1,0,2,52,16,2015
13,Faf du PlessisCSK,CSK,380,17,15,2,55,29.23,304,125,0,1,37,5,2015
14,Suresh RainaCSK,CSK,374,17,17,2,62,24.93,304,123.02,0,2,31,16,2015
15,MS DhoniCSK,KKR,372,17,17,5,53,31,305,121.96,0,1,27,17,2015
16,Robin UthappaKKR,PBKS,364,13,13,1,80*,30.33,277,131.4,0,1,42,7,2015
17,David MillerPBKS,SRH,357,13,13,2,89*,32.45,266,134.21,0,2,21,21,2015
18,Shikhar DhawanSRH,RR,353,14,14,1,54,27.15,286,123.42,0,3,45,6,2015
19,Shane WatsonRR,MI,347,10,9,1,104*,43.37,257,135.01,1,1,37,14,2015
20,Parthiv PatelMI,KKR,339,14,14,1,59,26.07,246,137.8,0,2,47,5,2015
21,Gautam GambhirKKR,KKR,327,13,13,0,60,25.15,278,117.62,0,3,41,4,2015
22,Andre RussellKKR,KKR,326,13,11,2,66,36.22,169,192.89,0,3,35,19,2015
23,Yusuf PathanKKR,RR,312,13,12,5,52,44.57,231,135.06,0,1,29,12,2015
24,Steve SmithRR,SRH,293,14,12,1,79*,26.63,221,132.57,0,2,33,3,2015
25,Moises HenriquesSRH,MI,287,9,9,2,74*,41,211,136.01,0,2,19,13,2015
26,Ambati RayuduMI,PBKS,281,15,14,5,53*,31.22,193,145.59,0,1,18,16,2015
27,George BaileyPBKS,PBKS,259,13,13,2,61*,23.54,190,136.31,0,2,22,7,2015
28,Murali VijayPBKS,PBKS,251,11,11,0,39,22.81,228,110.08,0,0,27,8,2015
29,Wriddhiman SahaPBKS,DC,249,14,13,0,42,19.15,197,126.39,0,0,16,10,2015
30,Yuvraj SinghDC,KKR,248,14,13,0,57,19.07,210,118.09,0,2,23,10,2015
31,Manish PandeyKKR,DC,225,13,12,1,40,20.45,184,122.28,0,0,22,7,2015
32,Mayank AgarwalDC,PBKS,213,10,10,1,68,23.66,177,120.33,0,2,23,7,2015
33,Axar PatelPBKS,RR,206,14,12,3,40*,22.88,174,118.39,0,0,13,8,2015
34,Sanju SamsonRR,CSK,204,14,11,1,76,20.4,163,125.15,0,1,16,8,2015
35,Dwayne BravoCSK,DC,195,17,14,5,62*,21.66,148,131.75,0,1,22,5,2015
36,Kedar JadhavDC,SRH,189,14,12,4,63*,23.62,140,135,0,1,16,7,2015
37,Eoin MorganSRH,RR,187,9,9,1,63,23.37,151,123.84,0,1,11,11,2015
38,Karun NairRR,KKR,181,14,12,1,61,16.45,145,124.82,0,1,18,5,2015
39,Suryakumar YadavKKR,RCB,157,13,13,4,46*,17.44,113,138.93,0,0,12,8,2015
40,Mandeep SinghRCB,RR,157,14,9,2,54*,22.42,100,157,0,1,17,6,2015
41,Deepak HoodaRR,SRH,151,14,9,0,54,16.77,95,158.94,0,1,6,11,2015
42,Ravi BoparaSRH,PBKS,145,9,8,3,41,29,120,120.83,0,0,6,6,2015
43,Glenn MaxwellPBKS,DC,145,11,11,0,43,13.18,112,129.46,0,0,13,8,2015
44,Angelo MathewsDC,RR,144,11,10,3,28,20.57,104,138.46,0,0,12,6,2015
45,James FaulknerRR,SRH,144,13,11,3,46,18,109,132.11,0,0,12,5,2015
46,KL RahulSRH,RCB,142,9,8,3,44*,28.4,126,112.69,0,0,8,5,2015
47,Dinesh KarthikRCB,SRH,141,16,11,0,28,12.81,117,120.51,0,0,15,4,2015
48,Naman OjhaSRH,CSK,137,14,11,1,28,13.7,121,113.22,0,0,12,4,2015
49,Ravindra JadejaCSK,DC,132,17,12,5,24,18.85,126,104.76,0,0,7,3,2015
50,Quinton de KockDC,RCB,122,3,3,0,69,40.66,77,158.44,0,2,18,4,2015
51,David WieseRCB,MI,122,14,7,3,47*,30.5,86,141.86,0,0,12,4,2015
52,Harbhajan SinghMI,CSK,117,15,10,3,64,16.71,73,160.27,0,1,9,9,2015
53,Pawan NegiCSK,MI,116,10,9,1,36,14.5,73,158.9,0,0,10,5,2015
54,Corey AndersonMI,MI,114,4,4,1,55*,38,97,117.52,0,2,11,6,2015
55,Hardik PandyaMI,RCB,112,9,8,3,61*,22.4,62,180.64,0,1,9,8,2015
56,Sarfaraz KhanRCB,DC,111,13,8,4,45*,27.75,71,156.33,0,0,12,2,2015
57,Saurabh TiwaryDC,SRH,109,7,6,6,28*,0,78,139.74,0,0,9,5,2015
58,Karn SharmaSRH,MI,104,14,9,3,32,17.33,85,122.35,0,0,3,6,2015
59,Unmukt ChandMI,PBKS,102,6,5,0,58,20.4,83,122.89,0,1,13,2,2015
60,Virender SehwagPBKS,DC,99,8,8,0,47,12.37,84,117.85,0,0,12,3,2015
61,Albie MorkelDC,PBKS,86,4,3,2,73*,86,65,132.3,0,1,9,2,2015
62,Manan VohraPBKS,PBKS,82,7,7,0,39,11.71,81,101.23,0,0,4,5,2015
63,Shaun MarshPBKS,CSK,81,4,4,0,65,20.25,58,139.65,0,1,7,3,2015
64,Michael HusseyCSK,RR,77,4,4,0,56,19.25,70,110,0,1,5,3,2015
65,Chris MorrisRR,RR,76,11,7,5,34*,38,46,165.21,0,0,3,5,2015
66,Stuart BinnyRR,SRH,74,13,8,4,20,18.5,66,112.12,0,0,7,1,2015
67,Ashish ReddySRH,KKR,73,6,5,2,22*,24.33,46,158.69,0,0,3,5,2015
68,Ryan ten DoeschateKKR,DC,61,6,5,2,38*,20.33,45,135.55,0,0,4,3,2015
69,Manoj TiwaryDC,KKR,57,5,3,1,32,28.5,56,101.78,0,0,8,1,2015
70,Piyush ChawlaKKR,CSK,54,13,8,4,22,13.5,47,114.89,0,0,5,2,2015
71,Ravichandran AshwinCSK,MI,52,14,6,3,23,17.33,32,162.5,0,0,6,1,2015
72,Jagadeesha SuchithMI,SRH,48,13,6,5,34*,48,32,150,0,0,4,2,2015
73,Hanuma VihariSRH,RCB,39,5,4,0,16,9.75,35,111.42,0,0,6,0,2015
74,Manvinder BislaRCB,KKR,37,2,2,0,20,18.5,30,123.33,0,0,6,1,2015
75,Shakib Al HasanKKR,PBKS,36,4,3,0,23,12,27,133.33,0,0,5,0,2015
76,Rishi DhawanPBKS,PBKS,36,5,5,3,25*,18,33,109.09,0,0,2,2,2015
77,Gurkeerat Mann SinghPBKS,SRH,35,5,5,0,15,7,39,89.74,0,0,3,1,2015
78,Kane WilliamsonSRH,KKR,31,2,2,1,26*,31,27,114.81,0,0,1,1,2015
79,Johan BothaKKR,PBKS,31,4,3,0,17,10.33,15,206.66,0,0,5,1,2015
80,Mitchell JohnsonPBKS,KKR,31,9,8,4,13*,7.75,36,86.11,0,0,1,1,2015
81,Umesh YadavKKR,CSK,29,12,4,3,24*,29,14,207.14,0,0,5,1,2015
82,Mohit SharmaCSK,MI,28,16,6,3,21*,9.33,18,155.55,0,0,1,2,2015
83,Aaron FinchMI,RCB,23,3,3,1,10*,11.5,33,69.69,0,0,4,0,2015
84,Iqbal AbdullaRCB,SRH,20,5,2,0,20,10,18,111.11,0,0,4,0,2015
85,Dale SteynSRH,DC,20,6,3,2,19*,20,13,153.84,0,0,3,0,2015
86,Nathan Coulter-NileDC,RCB,20,11,5,1,6,5,18,111.11,0,0,2,1,2015
87,Harshal PatelRCB,PBKS,19,15,7,2,9*,3.8,12,158.33,0,0,0,2,2015
88,Anureet SinghPBKS,SRH,18,14,6,3,10,6,31,58.06,0,0,0,1,2015
89,Praveen KumarSRH,SRH,17,12,4,1,12,5.66,25,68,0,0,1,0,2015
90,Bhuvneshwar KumarSRH,RCB,17,14,3,2,11*,17,10,170,0,0,2,1,2015
91,Sean AbbottRCB,MI,15,2,2,0,14,7.5,13,115.38,0,0,1,1,2015
92,Aditya TareMI,RCB,14,2,2,0,7,7,17,82.35,0,0,1,0,2015
93,Rilee RossouwRCB,RCB,14,2,2,0,14,7,10,140,0,0,1,1,2015
94,Darren SammyRCB,RR,13,2,2,0,7,6.5,18,72.22,0,0,0,0,2015
95,Tim SoutheeRR,MI,13,7,3,2,7*,13,9,144.44,0,0,1,0,2015
96,Mitchell McClenaghanMI,PBKS,13,12,3,2,12*,13,6,216.66,0,0,0,2,2015
97,Thisara PereraPBKS,PBKS,12,2,2,0,9,6,15,80,0,0,0,1,2015
98,Karanveer SinghPBKS,RCB,11,4,3,2,5*,11,16,68.75,0,0,1,0,2015
99,Mitchell StarcRCB,RCB,11,13,3,2,9*,11,14,78.57,0,0,1,0,2015
100,Abu NechimRCB,PBKS,10,3,3,2,5*,10,5,200,0,0,2,0,2015
101,Sandeep SharmaPBKS,DC,9,14,3,2,7,9,14,64.28,0,0,1,0,2015
102,Amit MishraDC,PBKS,8,12,4,2,4,4,12,66.66,0,0,0,0,2015
103,Shardul ThakurPBKS,RR,7,1,1,1,7*,0,6,116.66,0,0,1,0,2015
104,Ankit SharmaRR,KKR,7,4,2,1,7*,7,6,116.66,0,0,1,0,2015
105,Brad HoggKKR,KKR,7,6,2,1,5,7,6,116.66,0,0,0,0,2015
106,Azhar MahmoodKKR,RCB,6,1,1,0,6,6,7,85.71,0,0,1,0,2015
107,Varun AaronRCB,MI,6,6,1,0,6,6,3,200,0,0,0,1,2015
108,Lasith MalingaMI,DC,6,15,1,1,6*,0,10,60,0,0,1,0,2015
109,Imran TahirDC,DC,5,10,2,1,3*,5,6,83.33,0,0,0,0,2015
110,Chidhambaram GautamDC,RCB,4,1,1,0,4,4,5,80,0,0,0,0,2015
111,Nic MaddinsonRCB,KKR,4,1,1,0,4,4,7,57.14,0,0,1,0,2015
112,Morne MorkelKKR,RR,4,7,1,1,4*,0,3,133.33,0,0,0,0,2015
113,Dhawal KulkarniRR,RR,4,11,2,0,3,2,11,36.36,0,0,0,0,2015
114,Pravin TambeRR,SRH,3,10,2,2,2*,0,5,60,0,0,0,0,2015
